SOI,lambda,sub_rate,P_rail,density_ratio,validity_eff_nox
0.66607714,0.41343218,0.29129562,0.5418508,0.0012262573234393989,1.0
0.4984666,0.23032649,0.083543755,0.506845,0.004106642010554435,1.0
0.7577559,0.2641456,0.6359655,0.88729113,0.0009157938857223038,0.9137450543996813
0.48200062,0.9069925,0.14983895,0.44232586,0.0013660819345761815,1.0
0.31794,0.2634102,0.748316,0.16641185,0.0015435819557390019,1.0
0.15763481,0.3263027,0.3164057,0.47879237,0.00030418033734800286,1.0
0.17443687,0.075118095,0.64233315,0.7315282,0.03426723361043485,0.6578039521665804
0.5726784,0.072914116,0.9297554,0.24798882,0.000010814259880958992,0.40167929281438064
0.88401335,0.12477752,0.69818515,0.90583134,0.00002913418193314913,0.5812591618526843
0.5057164,0.8165817,0.9546756,0.5662016,0.26758962445557,1.0
0.4390423,0.3931247,0.0068464223,0.6502233,0.12001495069699471,1.0
0.94985205,0.36608663,0.13948213,0.7396636,1.818266286528572e-6,1.0
0.041842975,0.026988192,0.26175204,0.15608598,4.204304540672954e-10,1.0
0.55220276,0.6130302,0.93289924,0.12740782,0.0075514186827873265,1.0
0.49274284,0.49345705,0.44267955,0.21371654,0.0039512331127558725,1.0
0.15442616,0.7558167,0.08953086,0.12334919,6.5701740157529545e-9,1.0
0.8688718,0.40206942,0.6264943,0.08018047,0.000012058261345124324,1.0
0.4523461,0.35229,0.8072839,0.3161249,0.010296131607304807,1.0
0.7533864,0.4907218,0.2999005,0.45039374,0.00011593707230645428,1.0
0.76593363,0.44875872,0.1269393,0.08245111,2.645924102893813e-9,1.0
0.30083966,0.4863896,0.101209134,0.82617813,0.019507405240563172,1.0
0.8836905,0.097451046,0.659437,0.9005271,0.000026776802555327722,0.5940622479738111
0.5043449,0.5967899,0.93002075,0.7379019,0.379292528975845,1.0
0.31217077,0.4644059,0.0027551453,0.45225433,0.01236108555616247,1.0
0.16791552,0.2952256,0.25441003,0.62888926,0.0008864886473661304,1.0
0.9309205,0.5722492,0.42770708,0.8651107,0.001250184388446963,1.0
0.7252379,0.4473018,0.39972138,0.69429106,0.004529246495261022,1.0
0.87405187,0.9689084,0.5576738,0.016765328,0.00001710172878091968,1.0
0.91860676,0.36925766,0.69652575,0.14442927,1.1128655308574661e-6,1.0
0.06768584,0.6778587,0.6537331,0.13914032,0.0009059309293065358,1.0
0.5583976,0.740622,0.5242101,0.22293554,0.01717200198748144,1.0
0.2737461,0.008769897,0.47801465,0.7622939,0.017164173315292103,1.0
0.5773822,0.001995015,0.6238157,0.09336446,1.3534277718695414e-6,0.9751801877962759
0.35462028,0.26907572,0.7382353,0.014552616,0.003954987707602518,1.0
0.2612505,0.39602458,0.75653905,0.8343575,0.05481670325091758,1.0
0.36808133,0.6087513,0.55411345,0.54390246,0.281191212232603,1.0
0.032351553,0.20821716,0.10438539,0.9555045,1.3995807031862953e-6,1.0
0.34738266,0.6748483,0.92778444,0.3217301,0.022643778493007874,1.0
0.5844022,0.5085581,0.9197555,0.2351172,0.0037371114257528843,1.0
0.9676261,0.34555396,0.0195903,0.48781806,3.2686652497374675e-7,1.0
0.59626836,0.8525515,0.8799837,0.06303599,0.012504114511382858,1.0
0.036184236,0.46827644,0.68213093,0.6080932,0.061530694842398405,1.0
0.4566625,0.18738905,0.8993912,0.1677327,0.00007034843329796025,0.8092556448037085
0.23577805,0.120886095,0.4033407,0.09621908,4.417068702999205e-6,1.0
0.16123904,0.7746837,0.21879473,0.62354636,0.005409236914837352,1.0
0.014453187,0.4520809,0.37412518,0.25808394,5.786748464048901e-6,1.0
0.33914974,0.7360354,0.8555345,0.34495252,0.056471752915201505,1.0
0.43091643,0.90460974,0.7797423,0.44983006,0.11338956697726721,1.0
0.2700468,0.6738046,0.07204062,0.05523916,2.3165688882589002e-8,1.0
0.53435904,0.47232398,0.49166852,0.9623536,0.006287289245198091,1.0
0.5458133,0.5170623,0.7576982,0.41674483,0.060430166119100175,1.0
0.0002888372,0.86334354,0.9605487,0.38636756,0.00043320050939791655,1.0
0.53884053,0.38832667,0.8457294,0.28772718,0.00584420732575094,1.0
0.45583782,0.04166762,0.28466874,0.48054582,0.00009788962794681514,1.0
0.29580957,0.897807,0.41045827,0.4158711,0.004941436677850793,1.0
0.7363111,0.727056,0.9595732,0.26409888,0.0005281654540328657,1.0
0.3189017,0.86895704,0.83027864,0.93123895,0.05578337290740366,1.0
0.124156944,0.7419432,0.7332231,0.73362345,0.3110953547249182,1.0
0.14469667,0.98182696,0.375004,0.80893636,0.0015469422528903854,1.0
0.961173,0.3303605,0.02926492,0.6452883,1.7866753148133242e-6,1.0
0.31514156,0.9298162,0.09399918,0.65740144,0.00376510326514069,1.0
0.64064616,0.88187623,0.24981385,0.87266827,0.0021505935346647744,1.0
0.86692977,0.35594308,0.22908397,0.60468787,0.000012402731325631903,1.0
0.39801776,0.14403564,0.39785743,0.062285077,0.000016795209172317285,1.0
0.4353992,0.47630936,0.5219038,0.81981146,0.09802378894816088,1.0
0.40492335,0.08039586,0.23501341,0.680328,0.00032280074857545183,1.0
0.7772892,0.9550154,0.469322,0.79995984,0.0074813310014869286,1.0
0.433133,0.32163534,0.39399564,0.28949276,0.00046203836869994244,1.0
0.726063,0.6627427,0.28850847,0.27182624,0.000011886183537469408,1.0
0.7449423,0.48391944,0.842273,0.11313593,0.0004992639047234358,1.0
0.2688567,0.02071168,0.14880498,0.24497314,3.000150079787693e-8,1.0
0.61544657,0.23830009,0.7663521,0.042611945,0.00034565169120956505,1.0
0.19544499,0.4419059,0.4508457,0.3590682,0.0016215177169932558,1.0
0.66323847,0.90307724,0.3420833,0.8363506,0.005709568847445289,1.0
0.0020717613,0.17758329,0.9799964,0.98793745,4.909911587937063e-7,0.6426119657767422
0.6438905,0.59990466,0.9366483,0.6912987,0.12278135860280041,1.0
0.91020936,0.007409787,0.12985356,0.3792521,2.26094160743379e-10,1.0
0.6686452,0.540987,0.6877194,0.9036694,0.019936295408834955,1.0
0.95072573,0.7261881,0.78024006,0.45630446,0.029555880144960953,1.0
0.73386097,0.9391922,0.31732282,0.86980516,0.0006470161574485675,1.0
0.5223519,0.9915165,0.38856065,0.07788788,0.0002088415242403095,1.0
0.6414817,0.83290005,0.45883575,0.27086747,0.0019187690491187341,1.0
0.9910459,0.5157151,0.051644795,0.5496779,1.0570744911829148e-6,1.0
0.9981018,0.98943704,0.38008085,0.6327001,0.0011613082599883197,1.0
0.56288517,0.30944377,0.106654465,0.7901981,0.008956420926434259,1.0
0.4671206,0.19952743,0.5870286,0.684447,0.20799557182869854,0.7743752809776724
0.8337291,0.41651103,0.4069627,0.920196,0.0000756911235771466,1.0
0.15089856,0.0026912515,0.40443468,0.46095702,0.00014823093396585207,1.0
0.6199207,0.2993039,0.8299282,0.4795229,0.013779182266852104,0.7190002456939288
0.3696613,0.12577192,0.6548112,0.7852366,0.1867240429553802,0.543495069658769
0.7480485,0.98385984,0.71804035,0.89340526,0.013955256859309678,1.0
0.7893583,0.9632901,0.96929586,0.05018019,0.00005151485808626697,1.0
0.47451654,0.08246664,0.38367617,0.38189474,0.00015433125348106576,1.0
0.66933537,0.7199664,0.74272436,0.5299058,0.1897831739200012,1.0
0.042809274,0.115361266,0.053371523,0.08657894,7.783250100944786e-12,1.0
0.8069098,0.8935666,0.09464726,0.29127955,1.3168106478572634e-7,1.0
0.612421,0.43150842,0.532513,0.057033703,0.0037005009629072464,1.0
0.9052437,0.15150303,0.7075208,0.4489735,0.00002383022621286035,0.7542776979348295
0.2460575,0.16168083,0.70374405,0.4080006,0.006234699205102736,0.6231748509241749
0.2692813,0.26795265,0.8129381,0.6019745,0.0990133485387275,0.6148017804644045
0.21740039,0.023928436,0.26506662,0.8940631,6.352451283424257e-6,1.0
0.21845394,0.46638337,0.7237081,0.913936,0.018546857720416053,1.0
0.51626253,0.19589822,0.046914443,0.4546888,0.0010645854605213462,1.0
0.64298755,0.24656597,0.27329233,0.6191987,0.0004057473131108488,1.0
0.6393957,0.111153126,0.1225935,0.26215124,8.858942104876989e-8,1.0
0.39149353,0.873777,0.70005584,0.68872505,0.9361458066436108,1.0
0.0039737984,0.5807573,0.9226333,0.66364866,0.026474428342286263,1.0
0.18647534,0.48011687,0.21070766,0.45347923,0.0008222219229206434,1.0
0.13665986,0.014178227,0.5108424,0.1978965,5.7581353647528e-7,1.0
0.301497,0.7963281,0.44020447,0.9484104,0.00800536646547882,1.0
0.008226151,0.3006073,0.50596714,0.7458839,0.0014362908296894853,1.0
0.019961277,0.101671055,0.64550453,0.4366437,0.00011038121998696815,0.8475355398052292
0.0864394,0.95151937,0.36832204,0.569333,0.0015377366655813572,1.0
0.76968193,0.54565376,0.056414854,0.12140357,1.6148706544926493e-9,1.0
0.3936853,0.34166968,0.799306,0.4073526,0.020778868452018796,0.8814491671978502
0.56786495,0.36855894,0.12010729,0.2109637,1.2080759053016251e-6,1.0
0.67614484,0.41983682,0.86949277,0.62757564,0.03711029613032306,1.0
0.79298985,0.6970846,0.062545076,0.07204573,2.385414326925649e-10,1.0
0.41971326,0.25713372,0.7900776,0.45744318,0.042570929027905643,0.5885192167381593
0.8167973,0.5743148,0.43645102,0.03505547,0.00003519366503878738,1.0
0.17056073,0.9477315,0.4938617,0.57430136,0.02363316981070772,1.0
0.5640259,0.69197166,0.30325955,0.30307308,0.0003410158212457456,1.0
0.03892522,0.9788898,0.08630804,0.27835202,8.018591134835293e-9,1.0
0.95793116,0.75116557,0.28947657,0.49909282,0.00009230708368352275,1.0
0.302122,0.5001875,0.4484841,0.4627483,0.020830168502711913,1.0
0.11349402,0.2348992,0.66334116,0.597866,0.009883378410242775,0.8615868874493793
0.23848882,0.5799456,0.008700487,0.03376792,1.112330438254828e-9,1.0
0.72738,0.37621322,0.2269427,0.34714973,4.438496721955497e-6,1.0
0.84313923,0.07065773,0.801341,0.15859738,1.1974842444257489e-8,0.7586330844491941
0.3218458,0.73147136,0.9129136,0.73512155,0.41756232350986516,1.0
0.31107572,0.64617836,0.83743745,0.6224424,0.6295874166944561,1.0
0.2630154,0.4147521,0.80592406,0.99843806,0.0073922373018599314,1.0
0.2666712,0.85667765,0.06399292,0.77040374,0.0029005545738751246,1.0
0.017735966,0.9908121,0.90895957,0.83763564,0.003943986144696185,1.0
0.22512104,0.31266332,0.8533209,0.5792435,0.04031646793309708,0.7764950733142364
0.8216719,0.5981784,0.6193081,0.9164408,0.008669036256719971,1.0
0.192999,0.11696491,0.6990091,0.38521773,0.0017359266266801256,0.6336187608105002
0.62106246,0.1070977,0.87197953,0.84620816,0.013304141406330808,0.09160715926589696
0.80454886,0.38121045,0.5449933,0.9927118,0.00007335757167230252,1.0
0.9012487,0.82320696,0.021380285,0.71269876,0.000018636593317468157,1.0
0.73168963,0.47903323,0.63956076,0.038552873,0.0017503263242461765,1.0
0.19844767,0.1025905,0.92544734,0.42956766,0.0010746091929653542,0.31181089126667616
0.8701733,0.031090949,0.10906789,0.5014357,3.270568891101641e-8,1.0
0.20855784,0.08429476,0.7341617,0.32943702,0.0004612504173767229,0.5938228252023258
0.3483,0.43725026,0.022323607,0.14125387,2.497282772058364e-7,1.0
0.018791355,0.52850163,0.25241172,0.78799754,0.00014612188841489876,1.0
0.77814406,0.10638998,0.048870865,0.6681836,0.000019291742408339803,1.0
0.47928295,0.7002417,0.27560794,0.0071457974,0.00015324708042376608,1.0
0.32058597,0.8194295,0.5569994,0.7003551,0.3863913078533411,1.0
0.24928182,0.2934329,0.84650344,0.6211901,0.07056533160121628,0.6807962791111862
0.36731863,0.5577219,0.47304094,0.41429272,0.02729023247960944,1.0
0.044012062,0.62802875,0.7280811,0.46324462,0.03509896024459834,1.0
0.6293906,0.82082784,0.93845665,0.33923462,0.005813804049499233,1.0
0.021479143,0.71113175,0.76589036,0.79661906,0.11448792190749922,1.0
0.98349404,0.22756767,0.18889141,0.66184646,8.057713468662065e-8,1.0
0.40016237,0.9655156,0.012951277,0.6499835,0.0023241309018452727,1.0
0.58952653,0.2778356,0.49229488,0.7822047,0.01378480814691039,1.0
0.8787717,0.8804078,0.90784556,0.071696416,0.0000214306559414558,1.0
0.4571112,0.1684559,0.5531141,0.34177476,0.001315765198856532,0.8935297478422168
0.49367,0.18152905,0.7295199,0.85400236,0.07438317813953177,0.3959054625955317
0.35788557,0.35314804,0.5851363,0.6894468,0.20520907734408586,1.0
0.94165593,0.84348077,0.7787075,0.4372009,0.020903252510593,1.0
0.44650173,0.7760742,0.4513773,0.92648566,0.021919895886607754,1.0
0.8892889,0.6584961,0.7080955,0.82281554,0.08508276007940244,1.0
0.37102666,0.03818781,0.07813927,0.7445171,0.0005247915537062836,1.0
0.9821628,0.24969323,0.753238,0.29485956,5.954639127779169e-7,1.0
0.09269295,0.89855427,0.7926777,0.20161298,0.00033748182558357366,1.0
0.1231799,0.7287433,0.51925474,0.2579263,0.0014074768170022386,1.0
0.6172343,0.780208,0.8895983,0.7422775,0.25299230079761803,1.0
0.6610849,0.9281993,0.20960955,0.24251579,1.2275704375262e-6,1.0
0.37422064,0.1647074,0.0031961172,0.99467194,0.00006196529136036687,1.0
0.19919401,0.3519132,0.115955606,0.36600232,0.00014691954211172215,1.0
0.5941305,0.84111714,0.5810487,0.7095617,0.32184133302782686,1.0
0.87771314,0.60787,0.4574988,0.93877995,0.0006623105891170231,1.0
0.9460645,0.636996,0.6418568,0.10375352,7.068550469427918e-6,1.0
0.37880105,0.4517742,0.78534395,0.8356725,0.1475084755153425,1.0
0.755385,0.32410973,0.6043974,0.78330547,0.00551604480270723,1.0
0.8616345,0.8218403,0.11767942,0.032035716,2.67015632758579e-10,1.0
0.3453782,0.82972246,0.35954908,0.8061645,0.056704014293408524,1.0
0.047331557,0.8824394,0.10511484,0.69232756,0.00004857500825760071,1.0
0.49635726,0.20981023,0.22389361,0.9430349,0.00005912596999446992,1.0
0.68140113,0.4335843,0.20641097,0.114938185,2.9552233911942275e-7,1.0
0.5711779,0.67878336,0.28519544,0.29946563,0.0002019298285382425,1.0
0.74972343,0.61696976,0.37918416,0.8738235,0.0012840876657823725,1.0
0.0019481949,0.16024412,0.79164994,0.45961067,0.00010196364141755271,0.8017594871034928
0.84175295,0.81014085,0.24070267,0.9297898,0.00001250644767073684,1.0
0.77469075,0.65979683,0.039682344,0.66991705,0.0021715234557576385,1.0
0.8408415,0.31358296,0.23312053,0.06494271,3.2866258958795224e-9,1.0
0.9367873,0.21609165,0.39810997,0.12232055,1.2772393272344982e-9,1.0
0.27875954,0.08658019,0.32978877,0.05187141,6.760495765493913e-7,1.0
0.24462,0.88442415,0.89664006,0.74138916,0.14303761824057465,1.0
0.11770374,0.016654149,0.51320934,0.119121686,3.17071758401502e-7,1.0
0.42567796,0.50342846,0.5607218,0.10194667,0.03222432979314439,1.0
0.54626215,0.80282897,0.08457429,0.522513,0.008288557127487347,1.0
0.9638155,0.62090546,0.647652,0.8740477,0.019799639842216697,1.0
0.43738487,0.4996186,0.007961089,0.57739973,0.12023082440295224,1.0
0.44390774,0.27245745,0.79324806,0.3315764,0.004431279273226745,0.746196868958581
0.4537006,0.09395262,0.5649752,0.76057,0.13474150610645225,0.7598172423750698
0.40811667,0.40575594,0.009425945,0.9953157,0.0007555973258847173,1.0
0.7289392,0.7568469,0.23266873,0.4943299,0.0008132308955046282,1.0
0.98056096,0.14826581,0.2531324,0.70424163,5.341849721239321e-8,1.0
0.91200775,0.51124567,0.50814784,0.36816764,0.0002786749154904945,1.0
0.29626974,0.6961982,0.16006532,0.44352478,0.0032060840765075287,1.0
0.13736172,0.99748504,0.015148963,0.49256864,9.250487211388475e-6,1.0
0.025180273,0.82220066,0.11903811,0.17875108,1.2957114184257316e-9,1.0
0.61829036,0.9162431,0.5620637,0.8500931,0.041038674202128235,1.0
0.79342645,0.042420845,0.73283273,0.036025036,5.137921737241711e-8,1.0
0.107744984,0.34227526,0.2112042,0.81255877,0.0002126684659084953,1.0
0.8267888,0.27481103,0.9621435,0.20748924,2.7049484573688e-7,1.0
0.29090986,0.38028297,0.40574983,0.1681236,0.00046391550687983635,1.0
0.06369043,0.6997997,0.34491515,0.67648846,0.004694764053793592,1.0
0.28854927,0.22224869,0.1815354,0.4356562,0.0002970493644216668,1.0
0.47673833,0.28472185,0.9580721,0.43983492,0.005335973143517153,0.5394093549736309
0.5560118,0.095673084,0.2609116,0.09975131,4.1670811445855345e-8,1.0
0.8969416,0.54920995,0.10048745,0.19166301,9.357792799962985e-10,1.0
0.67233795,0.30736935,0.49606013,0.53503877,0.003882577540821681,1.0
0.072319314,0.23218219,0.29220757,0.066508695,2.0492404246701536e-7,1.0
0.54029554,0.9129217,0.0042419787,0.6000382,0.004179675260794891,1.0
0.63191503,0.8041639,0.80206704,0.4387738,0.05439093428506659,1.0
0.69547516,0.73007214,0.64903975,0.4238721,0.030696553671934645,1.0
0.968651,0.69030184,0.96577847,0.11167523,3.9300062154292045e-7,1.0
0.3539767,0.33184648,0.6064377,0.3603469,0.012095272713531627,1.0
0.020351088,0.6892216,0.3025847,0.3327265,7.991196896140427e-6,1.0
0.2829844,0.10379337,0.24768761,0.3968218,8.921839094435085e-6,1.0
0.6829799,0.83084255,0.8863339,0.9763704,0.008170572417366403,1.0
0.12706432,0.25920182,0.68543226,0.031862445,0.00029675132088780357,1.0
0.17943592,0.7129384,0.33756912,0.55160975,0.014000844800021226,1.0
0.25457218,0.048720174,0.35231417,0.32615906,6.558057133927975e-6,1.0
0.045231484,0.7923722,0.30746165,0.97296894,0.000017963410140714628,1.0
0.7842771,0.770455,0.18072926,0.11667216,3.008151178992673e-8,1.0
0.7660644,0.13337564,0.29852408,0.9663791,2.298011241886456e-7,1.0
0.062586255,0.033529818,0.9777097,0.46556014,0.00005068747539623001,0.39455326604390684
0.44931442,0.94996005,0.20520498,0.40471703,0.0008630948723200895,1.0
0.8733174,0.055357274,0.069347374,0.36339188,2.9643439181343047e-9,1.0
0.2410409,0.23149166,0.72426766,0.05329455,0.0008545961298414316,1.0
0.9407637,0.74271667,0.891576,0.2067223,7.0618171673658064e-6,1.0
0.26463327,0.13460904,0.98539615,0.4747801,0.0023348668314302195,0.18340110485901678
0.9391957,0.71656245,0.18929376,0.8889186,1.9458294572333644e-6,1.0
0.95653003,0.36597177,0.6923241,0.6076563,0.006228887074883752,1.0
0.06805075,0.52767587,0.16343619,0.06874261,3.527658450462195e-8,1.0
0.3493799,0.85153294,0.20162937,0.5987963,0.02829078016850927,1.0
0.6248885,0.9228801,0.29300097,0.65658766,0.022268296064385604,1.0
0.8239981,0.05904707,0.14798002,0.3255814,2.3872757916124924e-9,1.0
0.7462825,0.5600854,0.2742871,0.9505364,0.00004710572842147968,1.0
0.23002556,0.9739607,0.3380131,0.31715062,0.00006580075708527724,1.0
0.66707104,0.028745228,0.82485753,0.25433668,0.000010595594122906108,0.4896530618002958
0.96948415,0.33647683,0.08507538,0.05837992,1.360108854537332e-13,1.0
0.72368896,0.5695999,0.3088665,0.34580767,0.000043466595344534495,1.0
0.81085664,0.2051897,0.42429513,0.55546963,0.00007500625774820386,1.0
0.7076256,0.7693315,0.9991871,0.9351188,0.0022574836980277808,1.0
0.536453,0.2701801,0.2224887,0.11252547,5.175826480551695e-7,1.0
0.5601346,0.29261363,0.93760407,0.6206951,0.04341734739238345,0.48703271405273924
0.0574813,0.63445514,0.82533956,0.8645695,0.024004388910932352,1.0
0.8727822,0.012133158,0.497654,0.35707706,4.905690781113625e-7,0.9641911834963226
0.70279264,0.74843997,0.16846338,0.96917135,0.00006296132326104,1.0
0.27986115,0.21209006,0.6604686,0.40641388,0.007682101532852372,0.7439041136990833
0.89148986,0.34396398,0.9895029,0.42673644,0.0000164460360724362,1.0
0.8306573,0.2143509,0.6345023,0.003906782,1.630646875944557e-6,1.0
0.90992695,0.47081435,0.88480914,0.8573917,0.0023320473450550478,1.0
0.32282218,0.4881183,0.93179023,0.86190885,0.04207871114085849,1.0
0.36512426,0.25870466,0.67857456,0.14004098,0.002128566307977685,1.0
0.47505563,0.77528507,0.74993104,0.36740667,0.13891301998130853,1.0
0.8750109,0.20405309,0.851894,0.22160403,9.688626979008774e-8,0.9969665213066229
0.49968445,0.47487026,0.0443052,0.5827262,0.09176687279403199,1.0
0.8986551,0.79190964,0.16950203,0.07384183,7.759331798765325e-10,1.0
0.4785679,0.7528567,0.13004614,0.660855,0.04598016713102244,1.0
0.23647812,0.265803,0.67192364,0.80379766,0.03930096359076519,0.7745917028114226
0.7729452,0.015860602,0.41450652,0.11834818,2.4630871641055925e-9,1.0
0.14691266,0.905559,0.49041876,0.63876575,0.03902155755193986,1.0
0.38162792,0.21592817,0.34377986,0.7465333,0.0034239266729845937,1.0
0.92600954,0.72300375,0.13402037,0.36557692,1.6873797472171037e-7,1.0
0.9949193,0.8886764,0.19176228,0.32498586,2.2479006772705757e-8,1.0
0.8809048,0.9645468,0.50066036,0.48181966,0.004679365441850514,1.0
